Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?e  term2  ?b  ?e  term9  ?a   => ?a  term2  ?b	0.355191257	0.323383085	0.323383085	65	201	201	?b	0.0	0.0	0.0
?e  term1  ?a  ?e  term11  ?b   => ?a  term2  ?b	0.677595628	0.134344529	0.216027875	124	923	574	?b	0.0	0.0	0.0
?e  term11  ?b  ?e  term9  ?a   => ?a  term2  ?b	0.442622951	0.132137031	0.191037736	81	613	424	?b	0.0	0.0	0.0
?e  term10  ?a  ?e  term11  ?b   => ?a  term2  ?b	0.327868852	0.093167702	0.12605042	60	644	476	?b	0.0	0.0	0.0
?e  term16  ?b  ?e  term8  ?a   => ?a  term2  ?b	0.530054645	0.058328322	0.100206612	97	1663	968	?b	0.0	0.0	0.0
?e  term17  ?a  ?e  term4  ?b   => ?a  term2  ?b	0.344262295	0.085597826	0.18694362	63	736	337	?b	0.0	0.0	0.0
?e  term20  ?a  ?e  term4  ?b   => ?a  term2  ?b	0.300546448	0.102803738	0.172955975	55	535	318	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term4  ?b   => ?a  term2  ?b	0.136612022	0.063938619	0.132275132	25	391	189	?b	0.0	0.0	0.0
?e  term21  ?a  ?e  term4  ?b   => ?a  term2  ?b	0.109289617	0.066666667	0.2	20	300	100	?b	0.0	0.0	0.0
?e  term3  ?a  ?e  term4  ?b   => ?a  term2  ?b	0.224043716	0.07400722	0.149090909	41	554	275	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term4  ?b   => ?a  term2  ?b	0.12568306	0.043314501	0.113300493	23	531	203	?b	0.0	0.0	0.0
?e  term17  ?b  ?e  term4  ?a   => ?a  term2  ?b	0.409836066	0.101902174	0.191326531	75	736	392	?b	0.0	0.0	0.0
?e  term17  ?b  ?e  term20  ?a   => ?a  term2  ?b	0.300546448	0.134803922	0.197132616	55	408	279	?b	0.0	0.0	0.0
?e  term17  ?b  ?e  term3  ?a   => ?a  term2  ?b	0.295081967	0.119469027	0.2	54	452	270	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term17  ?b   => ?a  term2  ?b	0.218579235	0.070052539	0.123839009	40	571	323	?b	0.0	0.0	0.0
?e  term3  ?a  ?e  term3  ?b   => ?a  term2  ?b	0.393442623	0.0659945	0.121416526	72	1091	593	?b	0.0	0.0	0.0
?e  term17  ?a  ?e  term3  ?b   => ?a  term2  ?b	0.202185792	0.081858407	0.172897196	37	452	214	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term3  ?b   => ?a  term2  ?b	0.18579235	0.062043796	0.13229572	34	548	257	?b	0.0	0.0	0.0
?e  term3  ?b  ?e  term4  ?a   => ?a  term2  ?b	0.169398907	0.055956679	0.117424242	31	554	264	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term3  ?b   => ?a  term2  ?b	0.136612022	0.085324232	0.196850394	25	293	127	?b	0.0	0.0	0.0
?e  term24  ?a  ?e  term3  ?b   => ?a  term2  ?b	0.016393443	0.5	0.75	3	6	4	?b	0.0	0.0	0.0
?e  term22  ?b  ?e  term5  ?a   => ?a  term2  ?b	0.278688525	0.2125	0.272727273	51	240	187	?b	0.0	0.0	0.0
?e  term22  ?b  ?e  term6  ?a   => ?a  term2  ?b	0.25136612	0.185483871	0.234693878	46	248	196	?b	0.0	0.0	0.0
?e  term14  ?a  ?e  term17  ?b   => ?a  term2  ?b	0.06010929	0.126436782	0.196428571	11	87	56	?b	0.0	0.0	0.0
?e  term20  ?a  ?e  term3  ?b   => ?a  term2  ?b	0.103825137	0.0781893	0.195876289	19	243	97	?b	0.0	0.0	0.0
?e  term16  ?a  ?e  term7  ?b   => ?a  term2  ?b	0.595628415	0.060254284	0.10802775	109	1809	1009	?b	0.0	0.0	0.0
?e  term20  ?a  ?e  term7  ?b   => ?a  term2  ?b	0.163934426	0.054744526	0.104529617	30	548	287	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term3  ?a   => ?a  term2  ?b	0.420765027	0.140510949	0.204244032	77	548	377	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term4  ?a   => ?a  term2  ?b	0.393442623	0.13559322	0.204545455	72	531	352	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term17  ?a   => ?a  term2  ?b	0.267759563	0.085814361	0.154574132	49	571	317	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term21  ?a   => ?a  term2  ?b	0.071038251	0.067357513	0.1015625	13	193	128	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term13  ?b   => ?a  term2  ?b	0.229508197	0.063157895	0.104218362	42	665	403	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term20  ?a   => ?a  term2  ?b	0.196721311	0.110429448	0.208092486	36	326	173	?b	0.0	0.0	0.0
?e  term21  ?b  ?e  term4  ?a   => ?a  term2  ?b	0.207650273	0.126666667	0.222222222	38	300	171	?b	0.0	0.0	0.0
?e  term21  ?b  ?e  term3  ?a   => ?a  term2  ?b	0.109289617	0.068965517	0.117647059	20	290	170	?b	0.0	0.0	0.0
?e  term17  ?a  ?e  term21  ?b   => ?a  term2  ?b	0.098360656	0.063829787	0.109756098	18	282	164	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term21  ?b   => ?a  term2  ?b	0.087431694	0.082901554	0.136752137	16	193	117	?b	0.0	0.0	0.0
?e  term18  ?a  ?e  term6  ?b   => ?a  term2  ?b	0.322404372	0.10786106	0.273148148	59	547	216	?b	0.0	0.0	0.0
?e  term0  ?a  ?e  term10  ?b   => ?a  term2  ?b	0.174863388	0.135021097	0.21192053	32	237	151	?b	0.0	0.0	0.0
?e  term1  ?a  ?e  term10  ?b   => ?a  term2  ?b	0.524590164	0.166666667	0.259459459	96	576	370	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term17  ?a   => ?a  term2  ?b	0.174863388	0.09221902	0.14479638	32	347	221	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term4  ?a   => ?a  term2  ?b	0.147540984	0.069053708	0.128571429	27	391	210	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term20  ?a   => ?a  term2  ?b	0.131147541	0.12	0.216216216	24	200	111	?b	0.0	0.0	0.0
?e  term21  ?b  ?e  term24  ?a   => ?a  term2  ?b	0.016393443	0.375	0.75	3	8	4	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term3  ?a   => ?a  term2  ?b	0.196721311	0.122866894	0.201117318	36	293	179	?b	0.0	0.0	0.0
?e  term19  ?a  ?e  term8  ?b   => ?a  term2  ?b	0.016393443	0.056603774	0.15	3	53	20	?b	0.0	0.0	0.0
?e  term0  ?b  ?e  term1  ?a   => ?a  term2  ?b	0.142076503	0.055793991	0.222222222	26	466	117	?b	0.0	0.0	0.0
?e  term0  ?b  ?e  term2  ?a   => ?a  term2  ?b	0.120218579	0.147651007	0.247191011	22	149	89	?b	0.0	0.0	0.0
?e  term0  ?b  ?e  term10  ?a   => ?a  term2  ?b	0.076502732	0.05907173	0.147368421	14	237	95	?b	0.0	0.0	0.0
?e  term1  ?a  ?e  term9  ?b   => ?a  term2  ?b	0.245901639	0.105633803	0.223880597	45	426	201	?b	0.0	0.0	0.0
?e  term0  ?a  ?e  term9  ?b   => ?a  term2  ?b	0.06557377	0.057416268	0.111111111	12	209	108	?b	0.0	0.0	0.0
?e  term20  ?b  ?e  term3  ?a   => ?a  term2  ?b	0.092896175	0.069958848	0.177083333	17	243	96	?b	0.0	0.0	0.0
?e  term20  ?a  ?e  term20  ?b   => ?a  term2  ?b	0.147540984	0.059340659	0.137055838	27	455	197	?b	0.0	0.0	0.0
?e  term20  ?b  ?e  term4  ?a   => ?a  term2  ?b	0.142076503	0.048598131	0.118721461	26	535	219	?b	0.0	0.0	0.0
?e  term14  ?a  ?e  term20  ?b   => ?a  term2  ?b	0.027322404	0.063291139	0.1	5	79	50	?b	0.0	0.0	0.0
?e  term18  ?a  ?e  term5  ?b   => ?a  term2  ?b	0.12568306	0.046184739	0.163120567	23	498	141	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term25  ?b   => ?a  term2  ?b	0.021857923	0.5	0.5	4	8	8	?b	0.0	0.0	0.0
?e  term19  ?b  ?e  term8  ?a   => ?a  term2  ?b	0.06010929	0.20754717	0.366666667	11	53	30	?b	0.0	0.0	0.0
?e  term14  ?b  ?e  term3  ?a   => ?a  term2  ?b	0.049180328	0.111111111	0.183673469	9	81	49	?b	0.0	0.0	0.0
?e  term14  ?b  ?e  term17  ?a   => ?a  term2  ?b	0.027322404	0.057471264	0.138888889	5	87	36	?b	0.0	0.0	0.0
?e  term14  ?b  ?e  term20  ?a   => ?a  term2  ?b	0.027322404	0.063291139	0.151515152	5	79	33	?b	0.0	0.0	0.0
?e  term14  ?b  ?e  term21  ?a   => ?a  term2  ?b	0.016393443	0.272727273	0.272727273	3	11	11	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term14  ?b   => ?a  term2  ?b	0.010928962	0.105263158	0.125	2	19	16	?b	0.0	0.0	0.0
?b  term11  ?f  ?f  term3  ?a   => ?a  term3  ?b	0.622073579	0.185628743	0.21040724	186	1002	884	?b	0.0	0.0	0.0
?b  term11  ?f  ?f  term13  ?a   => ?a  term3  ?b	0.397993311	0.130625686	0.155149935	119	911	767	?b	0.0	0.0	0.0
?b  term11  ?f  ?f  term4  ?a   => ?a  term3  ?b	0.441471572	0.138801262	0.158844765	132	951	831	?b	0.0	0.0	0.0
?b  term11  ?f  ?f  term21  ?a   => ?a  term3  ?b	0.147157191	0.098434004	0.112244898	44	447	392	?b	0.0	0.0	0.0
?b  term11  ?f  ?f  term25  ?a   => ?a  term3  ?b	0.02006689	0.25	0.25	6	24	24	?b	0.0	0.0	0.0
?b  term11  ?f  ?a  term3  ?f   => ?a  term3  ?b	0.605351171	0.24393531	0.279752705	181	742	647	?b	0.0	0.0	0.0
?b  term11  ?f  ?a  term21  ?f   => ?a  term3  ?b	0.137123746	0.103274559	0.120588235	41	397	340	?b	0.0	0.0	0.0
?b  term11  ?f  ?a  term13  ?f   => ?a  term3  ?b	0.471571906	0.125	0.148109244	141	1128	952	?b	0.0	0.0	0.0
?b  term11  ?f  ?a  term4  ?f   => ?a  term3  ?b	0.35451505	0.118967452	0.135031847	106	891	785	?b	0.0	0.0	0.0
?b  term11  ?f  ?a  term14  ?f   => ?a  term3  ?b	0.046822742	0.104477612	0.125	14	134	112	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term6  ?a   => ?a  term3  ?b	0.551839465	0.144104803	0.168367347	165	1145	980	?b	0.0	0.0	0.0
?f  term15  ?a  ?b  term16  ?f   => ?a  term3  ?b	0.608695652	0.108656716	0.125603865	182	1675	1449	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term22  ?a   => ?a  term3  ?b	0.260869565	0.113372093	0.138297872	78	688	564	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term18  ?a   => ?a  term3  ?b	0.464882943	0.086929331	0.106840892	139	1599	1301	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term24  ?a   => ?a  term3  ?b	0.016722408	0.217391304	0.217391304	5	23	23	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term5  ?f   => ?a  term3  ?b	0.538461538	0.11566092	0.131751227	161	1392	1222	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term18  ?f   => ?a  term3  ?b	0.535117057	0.096676737	0.117388114	160	1655	1363	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term22  ?f   => ?a  term3  ?b	0.264214047	0.108965517	0.133671743	79	725	591	?b	0.0	0.0	0.0
?a  term15  ?f  ?b  term16  ?f   => ?a  term3  ?b	0.779264214	0.105909091	0.125	233	2200	1864	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term6  ?f   => ?a  term3  ?b	0.43812709	0.109715243	0.125478927	131	1194	1044	?b	0.0	0.0	0.0
?f  term22  ?a  ?b  term7  ?f   => ?a  term3  ?b	0.297658863	0.099775785	0.124128312	89	892	717	?b	0.0	0.0	0.0
?f  term6  ?a  ?b  term7  ?f   => ?a  term3  ?b	0.391304348	0.132954545	0.172566372	117	880	678	?b	0.0	0.0	0.0
?a  term22  ?f  ?b  term7  ?f   => ?a  term3  ?b	0.35451505	0.114101184	0.141333333	106	929	750	?b	0.0	0.0	0.0
?a  term15  ?f  ?b  term7  ?f   => ?a  term3  ?b	0.565217391	0.098198722	0.126876877	169	1721	1332	?b	0.0	0.0	0.0
?f  term6  ?a  ?b  term8  ?f   => ?a  term3  ?b	0.357859532	0.114930183	0.138242894	107	931	774	?b	0.0	0.0	0.0
?f  term24  ?a  ?b  term8  ?f   => ?a  term3  ?b	0.02006689	0.461538462	0.461538462	6	13	13	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term8  ?f   => ?a  term3  ?b	0.518394649	0.086737549	0.103127079	155	1787	1503	?b	0.0	0.0	0.0
?b  term15  ?f  ?f  term7  ?a   => ?a  term3  ?b	0.525083612	0.111426544	0.13735783	157	1409	1143	?b	0.0	0.0	0.0
?b  term15  ?f  ?f  term16  ?a   => ?a  term3  ?b	0.665551839	0.110066372	0.13648834	199	1808	1458	?b	0.0	0.0	0.0
?b  term15  ?f  ?a  term19  ?f   => ?a  term3  ?b	0.026755853	0.275862069	0.285714286	8	29	28	?b	0.0	0.0	0.0
?b  term15  ?f  ?a  term7  ?f   => ?a  term3  ?b	0.575250836	0.099941894	0.124637681	172	1721	1380	?b	0.0	0.0	0.0
?b  term15  ?f  ?a  term8  ?f   => ?a  term3  ?b	0.551839465	0.087953092	0.10883905	165	1876	1516	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term4  ?f   => ?a  term3  ?b	0.337792642	0.187732342	0.209543568	101	538	482	?b	0.0	0.0	0.0
?b  term15  ?f  ?a  term16  ?f   => ?a  term3  ?b	0.799331104	0.108636364	0.134345138	239	2200	1779	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term4  ?f   => ?a  term3  ?b	0.237458194	0.087871287	0.108895706	71	808	652	?b	0.0	0.0	0.0
?b  term4  ?f  ?a  term9  ?f   => ?a  term3  ?b	0.347826087	0.111948332	0.13	104	929	800	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term4  ?f   => ?a  term3  ?b	0.37458194	0.125701459	0.139650873	112	891	802	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term3  ?f   => ?a  term3  ?b	0.307692308	0.229426434	0.233502538	92	401	394	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term3  ?f   => ?a  term3  ?b	0.535117057	0.156555773	0.166666667	160	1022	960	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term3  ?f   => ?a  term3  ?b	0.197324415	0.133786848	0.137850467	59	441	428	?b	0.0	0.0	0.0
?b  term3  ?f  ?f  term9  ?a   => ?a  term3  ?b	0.224080268	0.14790287	0.153669725	67	453	436	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term3  ?f   => ?a  term3  ?b	0.267558528	0.13986014	0.142348754	80	572	562	?b	0.0	0.0	0.0
?b  term3  ?f  ?a  term9  ?f   => ?a  term3  ?b	0.324414716	0.232057416	0.232057416	97	418	418	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term3  ?f   => ?a  term3  ?b	0.494983278	0.199460916	0.203856749	148	742	726	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term3  ?f   => ?a  term3  ?b	0.411371237	0.143189756	0.154328733	123	859	797	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term3  ?f   => ?a  term3  ?b	0.237458194	0.168646081	0.173170732	71	421	410	?b	0.0	0.0	0.0
?a  term2  ?f  ?b  term3  ?f   => ?a  term3  ?b	0.120401338	0.169014085	0.169014085	36	213	213	?b	0.0	0.0	0.0
?b  term18  ?f  ?f  term7  ?a   => ?a  term3  ?b	0.391304348	0.101386482	0.128854626	117	1154	908	?b	0.0	0.0	0.0
?f  term16  ?a  ?b  term18  ?f   => ?a  term3  ?b	0.612040134	0.102006689	0.126033058	183	1794	1452	?b	0.0	0.0	0.0
?b  term18  ?f  ?a  term19  ?f   => ?a  term3  ?b	0.02006689	0.130434783	0.153846154	6	46	39	?b	0.0	0.0	0.0
?b  term18  ?f  ?a  term8  ?f   => ?a  term3  ?b	0.515050167	0.086177952	0.101116218	154	1787	1523	?b	0.0	0.0	0.0
?a  term16  ?f  ?b  term18  ?f   => ?a  term3  ?b	0.571906355	0.103323263	0.125274725	171	1655	1365	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term13  ?f   => ?a  term3  ?b	0.297658863	0.126961484	0.161231884	89	701	552	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term2  ?a   => ?a  term3  ?b	0.113712375	0.114478114	0.161137441	34	297	211	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term13  ?f   => ?a  term3  ?b	0.237458194	0.107413011	0.132958801	71	661	534	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term13  ?f   => ?a  term3  ?b	0.107023411	0.090140845	0.100628931	32	355	318	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term13  ?f   => ?a  term3  ?b	0.193979933	0.1	0.143564356	58	580	404	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term13  ?f   => ?a  term3  ?b	0.424749164	0.112588652	0.137893594	127	1128	921	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term13  ?f   => ?a  term3  ?b	0.127090301	0.104683196	0.115151515	38	363	330	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term2  ?f   => ?a  term3  ?b	0.170568562	0.143661972	0.158385093	51	355	322	?b	0.0	0.0	0.0
?f  term3  ?a  ?b  term9  ?f   => ?a  term3  ?b	0.294314381	0.222222222	0.289473684	88	396	304	?b	0.0	0.0	0.0
?f  term17  ?a  ?b  term9  ?f   => ?a  term3  ?b	0.27090301	0.111878453	0.146473779	81	724	553	?b	0.0	0.0	0.0
?f  term13  ?a  ?b  term9  ?f   => ?a  term3  ?b	0.210702341	0.124015748	0.173076923	63	508	364	?b	0.0	0.0	0.0
?f  term4  ?a  ?b  term9  ?f   => ?a  term3  ?b	0.247491639	0.078224101	0.104225352	74	946	710	?b	0.0	0.0	0.0
?a  term3  ?f  ?b  term9  ?f   => ?a  term3  ?b	0.364548495	0.26076555	0.324404762	109	418	336	?b	0.0	0.0	0.0
?a  term4  ?f  ?b  term9  ?f   => ?a  term3  ?b	0.254180602	0.081808396	0.10982659	76	929	692	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term9  ?f   => ?a  term3  ?b	0.16722408	0.089928058	0.117096019	50	556	427	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term17  ?f   => ?a  term3  ?b	0.344481605	0.102081269	0.132903226	103	1009	775	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term17  ?f   => ?a  term3  ?b	0.137123746	0.147482014	0.182222222	41	278	225	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term17  ?f   => ?a  term3  ?b	0.234113712	0.111111111	0.148305085	70	630	472	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term17  ?f   => ?a  term3  ?b	0.197324415	0.085507246	0.115459883	59	690	511	?b	0.0	0.0	0.0
?b  term17  ?f  ?a  term9  ?f   => ?a  term3  ?b	0.25083612	0.134892086	0.142857143	75	556	525	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term17  ?f   => ?a  term3  ?b	0.307692308	0.091908092	0.120734908	92	1001	762	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term17  ?f   => ?a  term3  ?b	0.137123746	0.140410959	0.174468085	41	292	235	?b	0.0	0.0	0.0
?b  term17  ?f  ?a  term2  ?f   => ?a  term3  ?b	0.113712375	0.105590062	0.155963303	34	322	218	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term13  ?a   => ?a  term3  ?b	0.204013378	0.13800905	0.176811594	61	442	345	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term4  ?a   => ?a  term3  ?b	0.20735786	0.096573209	0.117870722	62	642	526	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term3  ?a   => ?a  term3  ?b	0.200668896	0.12793177	0.158311346	60	469	379	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term17  ?a   => ?a  term3  ?b	0.18729097	0.151351351	0.172307692	56	370	325	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term21  ?a   => ?a  term3  ?b	0.063545151	0.125827815	0.145038168	19	151	131	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term12  ?a   => ?a  term3  ?b	0.046822742	0.085889571	0.102189781	14	163	137	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term3  ?f   => ?a  term3  ?b	0.234113712	0.166270784	0.208955224	70	421	335	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term13  ?f   => ?a  term3  ?b	0.137123746	0.112947658	0.14801444	41	363	277	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term4  ?f   => ?a  term3  ?b	0.183946488	0.088424437	0.106796117	55	622	515	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term17  ?f   => ?a  term3  ?b	0.110367893	0.113013699	0.125475285	33	292	263	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term21  ?f   => ?a  term3  ?b	0.060200669	0.2	0.219512195	18	90	82	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term12  ?f   => ?a  term3  ?b	0.107023411	0.093567251	0.111498258	32	342	287	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term14  ?f   => ?a  term3  ?b	0.010033445	0.088235294	0.103448276	3	34	29	?b	0.0	0.0	0.0
?b  term6  ?f  ?f  term7  ?a   => ?a  term3  ?b	0.311036789	0.096273292	0.120779221	93	966	770	?b	0.0	0.0	0.0
?a  term16  ?f  ?b  term6  ?f   => ?a  term3  ?b	0.43812709	0.109715243	0.132457027	131	1194	989	?b	0.0	0.0	0.0
?b  term5  ?f  ?f  term7  ?a   => ?a  term3  ?b	0.441471572	0.131868132	0.173228346	132	1001	762	?b	0.0	0.0	0.0
?a  term19  ?f  ?b  term5  ?f   => ?a  term3  ?b	0.016722408	0.111111111	0.135135135	5	45	37	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term12  ?f   => ?a  term3  ?b	0.237458194	0.099859353	0.121575342	71	711	584	?b	0.0	0.0	0.0
?a  term16  ?f  ?b  term5  ?f   => ?a  term3  ?b	0.498327759	0.10704023	0.134841629	149	1392	1105	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term12  ?f   => ?a  term3  ?b	0.150501672	0.134730539	0.147058824	45	334	306	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term12  ?f   => ?a  term3  ?b	0.153846154	0.123989218	0.165467626	46	371	278	?b	0.0	0.0	0.0
?b  term12  ?f  ?f  term2  ?a   => ?a  term3  ?b	0.086956522	0.103174603	0.110169492	26	252	236	?b	0.0	0.0	0.0
?b  term12  ?f  ?f  term25  ?a   => ?a  term3  ?b	0.010033445	0.6	0.6	3	5	5	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term12  ?f   => ?a  term3  ?b	0.153846154	0.114713217	0.141975309	46	401	324	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term12  ?f   => ?a  term3  ?b	0.123745819	0.108187135	0.120915033	37	342	306	?b	0.0	0.0	0.0
?b  term12  ?f  ?a  term2  ?f   => ?a  term3  ?b	0.076923077	0.12568306	0.157534247	23	183	146	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term3  ?a   => ?a  term3  ?b	0.434782609	0.138592751	0.167741935	130	938	775	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term21  ?a   => ?a  term3  ?b	0.234113712	0.137254902	0.189701897	70	510	369	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term13  ?a   => ?a  term3  ?b	0.297658863	0.117259552	0.146141215	89	759	609	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term3  ?f   => ?a  term3  ?b	0.468227425	0.16298021	0.196905767	140	859	711	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term21  ?f   => ?a  term3  ?b	0.157190635	0.107551487	0.139465875	47	437	337	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term14  ?f   => ?a  term3  ?b	0.016722408	0.454545455	0.555555556	5	11	9	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term21  ?f   => ?a  term3  ?b	0.230769231	0.169950739	0.170792079	69	406	404	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term21  ?f   => ?a  term3  ?b	0.160535117	0.145015106	0.145015106	48	331	331	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term21  ?f   => ?a  term3  ?b	0.093645485	0.108108108	0.110671937	28	259	253	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term21  ?f   => ?a  term3  ?b	0.050167224	0.172413793	0.174418605	15	87	86	?b	0.0	0.0	0.0
?b  term21  ?f  ?f  term9  ?a   => ?a  term3  ?b	0.086956522	0.102362205	0.106122449	26	254	245	?b	0.0	0.0	0.0
?f  term2  ?a  ?b  term21  ?f   => ?a  term3  ?b	0.046822742	0.159090909	0.159090909	14	88	88	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term21  ?f   => ?a  term3  ?b	0.117056856	0.13618677	0.13618677	35	257	257	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term21  ?f   => ?a  term3  ?b	0.227424749	0.155606407	0.158139535	68	437	430	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term21  ?f   => ?a  term3  ?b	0.157190635	0.118387909	0.120822622	47	397	389	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term21  ?f   => ?a  term3  ?b	0.066889632	0.222222222	0.224719101	20	90	89	?b	0.0	0.0	0.0
?a  term2  ?f  ?b  term21  ?f   => ?a  term3  ?b	0.076923077	0.144654088	0.144654088	23	159	159	?b	0.0	0.0	0.0
?b  term2  ?f  ?f  term3  ?a   => ?a  term3  ?b	0.140468227	0.153846154	0.16091954	42	273	261	?b	0.0	0.0	0.0
?f  term17  ?a  ?b  term2  ?f   => ?a  term3  ?b	0.157190635	0.141993958	0.145510836	47	331	323	?b	0.0	0.0	0.0
?f  term13  ?a  ?b  term2  ?f   => ?a  term3  ?b	0.193979933	0.149484536	0.158038147	58	388	367	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term2  ?f   => ?a  term3  ?b	0.100334448	0.163043478	0.166666667	30	184	180	?b	0.0	0.0	0.0
?b  term2  ?f  ?f  term20  ?a   => ?a  term3  ?b	0.070234114	0.117977528	0.117977528	21	178	178	?b	0.0	0.0	0.0
?f  term14  ?a  ?b  term2  ?f   => ?a  term3  ?b	0.050167224	0.1875	0.1875	15	80	80	?b	0.0	0.0	0.0
?a  term13  ?f  ?b  term2  ?f   => ?a  term3  ?b	0.240802676	0.202816901	0.210526316	72	355	342	?b	0.0	0.0	0.0
?b  term2  ?f  ?a  term3  ?f   => ?a  term3  ?b	0.143812709	0.201877934	0.222797927	43	213	193	?b	0.0	0.0	0.0
?a  term12  ?f  ?b  term2  ?f   => ?a  term3  ?b	0.086956522	0.142076503	0.144444444	26	183	180	?b	0.0	0.0	0.0
?b  term2  ?f  ?a  term20  ?f   => ?a  term3  ?b	0.063545151	0.140740741	0.140740741	19	135	135	?b	0.0	0.0	0.0
?a  term14  ?f  ?b  term2  ?f   => ?a  term3  ?b	0.026755853	0.266666667	0.266666667	8	30	30	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term3  ?a   => ?a  term3  ?b	0.257525084	0.099483204	0.113905325	77	774	676	?b	0.0	0.0	0.0
